order_id,customer_id,date,city,channel,product,quantity,unit_price,promo_code,distance_km,delay_min,rating,comment,is_bad_review
O000991,C0273,2025-09-22 13:15:00,Lille,app,  cookie  ,2,1.49,,5.401464248165391,31.0,5,"J'adore ce café, merci ! ☕",0
O000840,C0330,2025-11-16 13:29:00, Lyon,app ,  tea  ,1,2.65,STUDENT,1.654805594816862,20.1,5,"Parfait, rien à dire.",0
O001150,C0130,15/12/2025 17:04,Paris , pap,cookie ,2,1.67,STUDENT,0.864685472681728,6.3,4/5,Super cookie ! Rapide et délicieux 😍,0
O001222,C0354,26/12/2025 19:57,Nice,  store  ,americano,2,2.08€,,0.0,14.8,,"Accueil top, commande nickel.",0
O001744,C0316,2025-12-23 13:27:00,Paris,app,americano ,2,236,,2.5399604163341145,19.1,4,"Très bon, je recommanderai 👍",0
O002401,C0354,04/11/2025 18:33,Nice,Stroe,ESPRESSO,1,2.39,WELCOME10,,9.2,3,Super espresso ! Rapide et délicieux 😍,0
O000462,C0253,2025-09-06 13:17:00,aPris , web,Tea,1,2.45,,5.0109159718073135,23.1,5,"J'adore ce café, merci ! ☕",0
O001310,C0043,2025-12-16 14:11:00,,app,Cookie,1,1.78,,1.610002696227356,14.1,5,"Accueil top, commande nickel.",0
O001436,C0312,2025-10-18 20:51:00,Lyon ,  store  ,LATTE,1,3.66,WELCOME10,0.0,4.9,4/5,Super latte ! Rapide et délicieux 😍,0
O000158,C0215,2025-12-26 17:48:00,  Paris  ,APP,ESPRESSO,1,160,,3.6494976373318044,18.1,5,"Très bon, je recommanderai 👍 !!!",0
O001912,C0149,2025-09-23 13:30:00, Paris,web, espresso,2,"2,25",,0.9729870506865017,20.2,4,"Très bon, je recommanderai 👍",0
O002360,C0038,07/09/2025 10:48,  Lyon  ,web ,TEA,1,"2,50",,2.6403616479866927,14.3,5/5,"J'adore ce café, merci ! ☕",0
O000678,C0149,2025-12-03 17:05:00, Paris, web, americano,1,2.5,,5.058296094762762,23.2,5,"Accueil top, commande nickel.",0
O002849,C0403,14/01/2026 10:11,Lyon ,app,Americano,1,"2,59",VIP,,12.6,2,"Service catastrophique, je ne reviendrai pas.",1
O001873,C0050,2026-01-05 18:14:00,Toulouse,  app  ,  cappuccino  ,3,3.44,HAPPYHOUR,0.32408085237991885,10.3,4,,0
O000239,C0182,07-01-26 18h55,paris,  app  ,  mocha  ,4,429,VIP,1.3786021154054342,18.6,5,"J'adore ce café, merci ! ☕",0
O002918,C0041,2025-10-01 19:04:00,NCIE,  store  ,,2,5.28,,0.0,15.0,4,"Accueil top, commande nickel. !!!",0
O001092,C0298,2025/12/14,nantes,Store,  brwonie  ,1,1.74,,0.0,4.8,4,"Livraison rapide, produit conforme.",0
O002871,C0078,23-09-25 09h43,  Paris  ,store ,latte,1,"3,63",VIP,0.0,6.3,4/5,"Parfait, rien à dire. !!!",0
O000101,C0398,15/12/2025 19:14,PARIS,STROE,oMcha,1,4.01,,0.0,14.1,4,"Livraison rapide, produit conforme.",0
O000316,C0091,2026-01-04 17:15:00,Bordeaux, store,espresso ,1,1.63,,0.0,5.1,5,"Accueil top, commande nickel.",0
O001024,C0060,28/12/2025 20:32,Lille, w eb  ,  espresso  ,1,1.59,,2.811729744563757,10.6,4,Super espresso ! Rapide et délicieux 😍,0
O002747,C0123,09-09-25 10h56,Lyon,,CAPPUCCINO,2,"3,90",,99.20935499837277,188.8,3,"Trop long, 189 min d'attente, inadmissible.",1
O000768,C0295,2025-09-22 17:57:00,  Lyon  ,App,cookie,1,145,WELCOME10,0.7501968173197814,1.7,2,"Trop long, 2 min d'attente, inadmissible.",1
O001345,C0446,01/12/2025 20:52,Paris,web ,b rownie,2,1.95,VIP,1.1455600136772126,17.0,4,"J'adore ce café, merci ! ☕",0
O000182,C0376,27/10/2025 19:59,LYON,web ,LATTE,1,3.57,,1.007099670130806,21.2,3,,0
O001452,C0430,16/11/2025 12:35,nantes,sotre,COOKIE,1,1.68,,0.0,17.1,1,Déçue… cookie froid et pas bon 😡 !!!,1
O002835,C0234,2025-12-23 13:44:00,Bordeaux,store,tea,2,2.61,STUDENT,0.0,14.0,2,"pas bon, trop sucré / trop amer.",1
O000196,C0231,2025-09-29 09:53:00,Toulouse,app , tea,2,"3,00",STUDENT,0.9255349178903021,7.4,5,Super tea ! Rapide et délicieux 😍,0
O001776,C0005,2025/09/06, Toulouse,store,  maericano  ,1,2.47,,0.0,12.4,5,"Livraison rapide, produit conforme.",0
O002842,C0257,2025/11/11,PARIS,WEB, americano,0,2.14,,1.936395275117678,11.5,4,"Accueil top, commande nickel.",0
O001736,C0406,22/11/2025 18:20,  Paris  ,WEB,  brownei  ,1,2.23,,1.4909089928208417,25.9,3,"Trop long, 26 min d'attente, inadmissible.",1
O000180,C0192,15/10/2025 19:48,  Paris  ,STORE,BROWNIE,1,2.19€,,0.0,13.4,2,"Trop long, 13 min d'attente, inadmissible.",1
O002923,C0277,2025-09-05 18:28:00,  Bordeaux  , store,cookie,3,1.76,,0.0,10.3,4,,0
O000341,C0268,2025-11-15 13:25:00,  Lyon  ,  app  ,tea,3,2.2,,2.5211252725919975,15.4,,"livraison rapide, produit conforme. !!!",0
O001100,C0290,2025-09-10 14:44:00,Paris , app,mocha,1,4.19,WELCOME10,1.9972893565788075,14.1,4,,0
O001544,C0230,2025-12-22 18:22:00,Nice,app,latte ,1,3.71,,2.1078904928028646,25.1,5,,0
O000749,C0008,2025-12-09 18:32:00,Toulouse,app,BROWNIE,2,2.62,,3.4326216301374157,29.3,5,"parfait, rien à dire.",0
O002756,C0238,26-12-25 18h55,PARIS,  store  ,espresso,4,227,WELCOME10,0.0,17.1,4,"Très bon, je recommanderai 👍",0
O000663,C0113,24-09-25 20h30,  Lyon  ,Store, brownie,4,2.46,STUDENT,0.0,5.4,5,Super brownie ! Rapide et délicieux 😍,0
O000481,C0284,2025-12-21 10:48:00,PARIS,  store  ,LATTE,1,4.12,,0.0,7.9,,"Parfait, rien à dire.",0
O002139,C0273,07-11-25 12h04,Lille ,app ,Cookie,1,"1,51",,2.422327102093013,21.8,2/5,Déçue… cookie froid et pas bon 😡,1
O000872,C0141,2025-11-23 12:01:00,paris,web,LATTE,1,3.48,,2.9479342819042724,24.5,3,"Accueil top, commande nickel.",0
O001454,C0283,2025-10-04 12:07:00,MARESILLE,App,tea ,2,"2,56",,1.4870155500699742,16.8,,Super tea ! Rapide et délicieux 😍 !!!,0
O002953,C0321,17/09/2025 17:12,Paris , app,MOCHA,2,4.04,WELCOME10,6.701261513482206,18.3,4,"Très bon, je recommanderai 👍",0
O000550,C0270,2025-10-31 17:38:00,lyon,store,latte,1,3.41,STUDENT,0.0,6.9,1,Déçue… latte froid et pas bon 😡,1
O002021,C0034,10/10/2025 12:40,Bordeaux ,Web,cookie,1,1.55,,3.6695331983930304,21.4,5,"parfait, rien à dire.",0
O002709,C0270,21/10/2025 19:06, Lyon,Store,,2,3.43,HAPPYHOUR,0.0,12.7,5,Super  cappuccino  !  Rapide  et  délicieux  😍,0
O000743,C0257,2025-11-22 10:31:00,Paris,web , sandwich,1,"5,27",,1.1362363951576184,15.9,4,"J'adore ce café, merci ! ☕",0
O002416,C0380,20/11/2025 13:14,nice,WEB,  mocha  ,1,3.99,HAPPYHOUR,3.2768817909068675,31.7,,"Trop long, 32 min d'attente, inadmissible.",1
O002638,C0004,2026/01/11,Nice,,rbownie,1,2.17,VIP,,15.5,4,"Accueil top, commande nickel.",0
O002567,C0015,2025/10/20, Paris,STORE,espresso,2,1.99€,,0.0,4.3,5/5,Super espresso ! Rapide et délicieux 😍,0
O002293,C0055,23/12/2025 20:26,  Paris  ,  app  ,mocha,1,4.14,,2.1611333133469928,17.1,,"Accueil top, commande nickel.",0
O001910,C0005,2025-11-14 12:59:00,Toulouse,tsore,  espresso  ,1,1.88,HAPPYHOUR,0.0,11.4,5,"Très bon, je recommanderai 👍",0
O000791,C0201,2025-10-24 13:15:00,NANTES,App,  americano  ,2,2.46,HAPPYHOUR,1.921657664107185,22.1,4,"Parfait, rien à dire.",0
O002121,C0283,2025-12-11 17:25:00,Marseille,app,Cappuccino,0,3.84,VIP,1.3557662813579086,10.8,4,"Livraison rapide, produit conforme.",0
O001447,C0119,05/12/2025 17:38,,web,mocha ,2,4.11,STUDENT,0.7251466865586588,16.3,,"Livraison rapide, produit conforme. !!!",0
O000248,C0052,2025-12-17 09:34:00,Nantes,  app  ,Tea,2,2.68,,3.16976772089217,17.9,4,,0
O000830,C0054,24-10-25 18h40,Paris,  web  ,Sandwich,1,547,STUDENT,2.236172428957235,16.2,5,"Très bon, je recommanderai 👍",0
O001125,C0136,2025-12-19 13:38:00,Lyon,web , latte,1,4.24,VIP,1.1438923730805524,22.5,4,"Très bon, je recommanderai 👍",0
O002721,C0090,27/11/2025 18:03,paris,Store,  cookie  ,1,1.87,STUDENT,0.0,13.3,5,Super cookie ! Rapide et délicieux 😍,0
O000627,C0031,14/01/2026 09:13,lyon,wbe , cookie,1,"1,55",VIP,3.8800137759868933,9.1,2,"Service catastrophique, je ne reviendrai pas.",1
O000348,C0291,2025-09-24 19:53:00,PARIS, app,brownie ,1,2.17,,1.6854214140945982,21.9,5,,0
O000279,C0340,26/09/2025 10:26,yLon,APP,Ltate,1,"3,96",WELCOME10,1.258303963750975,9.1,,,0
O001784,C0439,2025-11-09 18:17:00,ince,  app  ,espresso,2,2.18,HAPPYHOUR,1.1860094780661372,16.2,5,"Parfait,  rien  à  dire.",0
O002281,C0353,18/10/2025 10:47,Nantes , app,Cappuccino,1,3.43,STUDENT,,18.5,5,"J'adore ce café, merci ! ☕",0
O000656,C0398,2025-09-16 08:18:00, Paris,store,mocha ,1,402,,0.0,10.2,3,Super mocha ! Rapide et délicieux 😍,0
O001214,C0388,01/03/2026 12:47 PM,Toulouse,app,cpapuccino,1,3.44,HAPPYHOUR,,26.8,2/5,"Trop long, 27 min d'attente, inadmissible.",1
O000839,C0137,2025-12-22 10:13:00, Paris,app ,CAPPUCCINO,1,4.00€,,2.6341365907692285,6.8,4,"J'adore ce café, merci ! ☕",0
O002625,C0433,2026-01-02 19:53:00,Lille, app,cookie,2,1.57,,2.106286308476988,16.5,2,"Service catastrophique, je ne reviendrai pas. !!!",1
O002589,C0346,2026-01-06 12:56:00,MARSEILLE,app,Latte,3,4.01,,1.17196157059886,22.8,5,"Accueil top, commande nickel.",0
O002126,C0120,2025/10/21,  Paris  ,app,brownie,1,2.11,VIP,2.6349543313193453,32.4,3/5,"J'adore ce café, merci ! ☕ !!!",0
O001710,C0395,14/12/2025 18:14,paris, web,  espresso  ,1,218,,4.515327231074845,26.7,5,"livraison rapide, produit conforme.",0
O002024,C0374,2025-10-18 08:50:00,Nice ,STORE,sandwich,1,6.04,,0.0,5.6,5/5,"Parfait, rien à dire.",0
O000977,C0301,14/11/2025 13:15, Paris, app,Cappuccino,2,3.47,,0.4278743643801229,15.5,,"Très bon, je recommanderai 👍",0
O000446,C0136,05/11/2025 13:25,lyon,Web, cookie,2,"2,05",WELCOME10,0.7516160862807552,26.9,3,Super cookie ! Rapide et délicieux 😍 !!!,0
O000618,C0244,2025/11/25,Marseille,app,altte,1,3.78,,4.1660355506268605,9.8,3,"Accueil top, commande nickel.",0
O001475,C0394,2025-09-13 18:15:00,Lyon,app ,altte,2,"3,44",,0.8346561846380197,15.6,4,,0
O001779,C0204,2025-12-15 20:17:00,Lyon ,store,MOCHA,1,3.72,STUDENT,0.0,9.9,5,"Parfait, rien à dire. !!!",0
O002518,C0397,2025-09-20 18:19:00,PARIS,app ,cokoie,2,1.73,WELCOME10,4.93349492743547,28.3,1,"Trop long, 28 min d'attente, inadmissible.",1
O001245,C0371,23-11-25 13h32,Lyon,APP, cookie,2,1.61,HAPPYHOUR,2.3056220394713773,27.6,4,,0
O002996,C0372,2025-12-30 14:55:00, Bordeaux,a pp,Cookie,1,1.93,VIP,3.4499041249027,19.3,,"Trop long, 19 min d'attente, inadmissible.",1
O002553,C0438,2025/10/23,BORDEAUX,app,ocokie,2,2.11,,3.2191210222348863,11.1,4,,0
O000548,C0304,2025/10/06,marseille,web,ASNDWICH,2,"5,23",,0.8066930841830932,13.8,,"Parfait,  rien  à  dire.",0
O002211,C0104,2025-09-20 08:44:00,anntes, app,latte,2,"3,87",WELCOME10,2.121512544730984,14.5,5,"Parfait, rien à dire.",0
O001624,C0266,2025/09/11,paris,app,mcoha,1,4.36,,2.401241560943928,21.9,5,,0
O000264,C0434,2025-09-30 08:14:00, Paris,  app  , mocha,1,"4,26",,0.5749891124691974,11.1,5,,0
O001398,C0254,2025/11/25,Pairs,App, mocha,4,4.26,,1.3618696033149915,13.3,3,"Horrible expérience, remboursement ?",1
O002354,C0122,07/12/2025 12:58,Prais,app,Cookie,2,1.71,WELCOME10,,14.8,5,,0
O001816,C0210,2025/09/18,Paris,APP, latte,2,"3,41",,2.150405359971274,13.7,4,"Livraison rapide, produit conforme.",0
O000354,C0399,2025-11-03 19:49:00, Nantes,app, mocha,2,3.76,STUDENT,1.389910549229821,25.2,1,"livraison rapide, produit conforme.",0
O001076,C0169,2025-10-13 12:13:00, Nice,Store,espresso ,1,1.78,,0.0,15.9,4,"Livraison rapide, produit conforme.",0
O000209,C0234,29/09/2025 17:59,BORDEAUX,store ,mocha ,1,3.3,,0.0,8.9,5,,1
O000614,C0145,17/12/2025 18:39, Bordeaux, app,Americano,1,1.79,,1.7619365546269352,19.8,5,"Parfait, rien à dire.",0
O002091,C0131,12-11-25 08h44,Marsielle,Web,Espresso,2,2.12,,1.699612386120543,8.8,5,,0
O002100,C0341,2025-10-21 14:05:00,  Lyon  ,  web  ,,2,,,2.4029011378373606,10.0,4,,0
O001499,C0414,2025-09-22 19:40:00,bordeaux,APP,  altte  ,1,377,,31.388046494709364,70.2,5,,0
O001136,C0448,11/11/2025 08:49 AM,nice,App,  mocah  ,0,3.96,,0.8014571959272306,11.3,5,"J'adore ce café, merci ! ☕",0
O002881,C0110,2025-10-23 18:56:00,Nice,APP,cappuccino,1,"3,76",,8.467216047751837,38.1,5,,0
O002079,C0340,2025-09-04 10:20:00,Lyon ,app , cookie,1,"1,51",,0.8610420844096581,13.2,4,"J'adore ce café, merci ! ☕",0
O000058,C0012,2025-09-12 18:14:00,NANTES,App,sandwich,3,5.55€,,2.8442525005087904,16.2,3,Super sandwich ! Rapide et délicieux 😍,0
O002484,C0197,17/11/2025 18:09,Paris,app ,Cappuccino,2,"3,55",,0.6116134903194298,17.7,4/5,"J'adore ce café, merci ! ☕",0
O000812,C0358,2025-11-14 17:59:00,Lyon,app,,1,4.16,STUDENT,1.837544779730171,11.9,5,"Parfait, rien à dire.",0
O002196,C0004,25/09/2025 20:34,nice,app,tea ,1,2.7,,0.9207448691178147,12.8,5,"Parfait, rien à dire.",0
O000562,C0357,01/12/2025 13:30,Paris,app, altte,2,4.03,,,22.4,5,,0
O002944,C0164,2025-11-02 17:49:00, Paris,app ,mocha ,2,4.32,,2.0711098620009705,14.4,5,"Livraison rapide, produit conforme.",0
O000230,C0432,17-11-25 09h11,Paris ,store,americano ,2,2.19,VIP,0.0,10.1,4,"J'adore ce café, merci ! ☕",0
O002510,C0245,2025-12-29 12:50:00,ncie, app,Americano,1,"2,16",,1.8015954601951556,22.1,4,"J'adore ce café, merci ! ☕",0
O001722,C0177,21-11-25 13h42,Toulouse,Store,tea,2,2.26,,0.0,10.4,3,"Très  bon,  je  recommanderai  👍",0
O002180,C0381,2025-11-12 18:21:00, Paris,store , cookie,1,1.67,,0.0,13.7,4/5,"Accueil  top,  commande  nickel.  !!!",0
O001451,C0062,17/12/2025 10:47,Lille, web,sandwich,2,5.05,,0.1961673013814945,8.4,5,"Parfait, rien à dire.",0
O001235,C0103,2025-10-15 18:11:00, Marseille,  app  ,americano,2,"2,22",,4.237365060691887,22.9,4,"livraison rapide, produit conforme.",0
O001072,C0374,09/11/2025 17:21,nice,Store,AMERICANO,1,2.77,VIP,,6.5,5,"Parfait, rien à dire.",0
O002850,C0004,2025-12-06 14:42:00,NICE,app,  cappuccino  ,0,3.6,STUDENT,5.671495927332169,14.6,5,"J'adore ce café, merci ! ☕",0
O001038,C0143,2025/12/24,Paris,store,Latte,3,4.03,,0.0,22.8,3,"Parfait,  rien  à  dire.",0
O000890,C0193,2025-12-25 08:26:00, Bordeaux,  ewb  ,AMERICANO,1,2.54,,1.7170272762071608,11.5,5,,0
O001054,C0420,2025-10-12 12:36:00, Bordeaux, app,latte,1,3.84,,,21.3,2,,1
O000708,C0153,04/09/2025 10:02,nice, app,tea,1,2.44,HAPPYHOUR,0.4894039176536254,4.8,4,"J'adore ce café, merci ! ☕ !!!",0
O000425,C0435,2025-10-11 18:50:00,PARIS,  store  ,Sandwich,2,6.05,,0.0,19.3,5,"J'adore ce café, merci ! ☕ !!!",0
O000070,C0125,2026-01-08 13:52:00,paris, app, cookie,1,1.86,,4.823610033952689,22.3,5,"Parfait, rien à dire.",0
O002250,C0295,13/09/2025 19:53,Lyon,  app  ,Tea,1,2.8,,1.7343527484469423,21.1,5,"J'adore ce café, merci ! ☕",0
O002536,C0011,2025-09-03 19:33:00, Lille,Web,  mocah  ,2,3.67,,1.2864305035882289,23.0,4,"J'adore ce café, merci ! ☕",0
O002840,C0436,2025-09-01 19:40:00,  Paris  ,WEB,tea,1,269,VIP,1.846147959386002,26.8,1,"Accueil top, commande nickel.",0
O002407,C0012,2025-10-12 13:27:00,NANETS,App,mocha ,0,4.57,,2.7497650131048137,26.0,5,Super mocha ! Rapide et délicieux 😍,0
O002964,C0028,09/01/2026 19:00,  Paris  , app,BROWNIE,2,232,,1.1459852323699968,15.6,5,"Très bon, je recommanderai 👍",0
O002582,C0109,18/11/2025 13:24,  Paris  ,APP,TEA,1,2.46,,1.5316737028766674,26.0,3,"Livraison rapide, produit conforme.",0
O002093,C0253,2025-11-12 14:39:00,paris,WEB,latte,2,3.54,WELCOME10,1.379993556177986,8.8,5,"J'adore ce café, merci ! ☕",0
O000941,C0297,27/10/2025 12:58,Paris,app,altte,1,4.0,HAPPYHOUR,2.286092519236192,18.9,4/5,"Accueil top, commande nickel.",0
O000621,C0415,02/10/2025 19:55,paris,App, cookie,1,1.83€,,4.45270087089276,24.9,5/5,,0
O002520,C0263,2025-10-16 13:50:00,Lyon,app, tea,2,2.63,,0.42258690252700837,15.0,2,"Pas bon, trop sucré / trop amer.",1
O001197,C0303,2025-12-22 09:35:00, Paris,  app  ,  cookie  ,1,210,WELCOME10,11.574980476521025,35.8,5,"J'adore ce café, merci ! ☕",0
O002068,C0233,2025-11-29 08:09:00,Llile, app,cappuccino,1,35.95€,HAPPYHOUR,1.680705837817318,18.3,5,,0
O001033,C0329,2026-01-03 10:54:00,BORDEAUX, web,sandwich,3,5.35,,2.7196051852339886,15.4,5,,0
O001506,C0216,03-09-25 18h42,Paris ,Web,sandwich,1,5.51,,1.1994792539636996,23.7,1,"commande incorrecte, vraiment nul.",1
O001577,C0110,27/09/2025 13:47,Nice, app,cookie,1,"2,24",,2.8215241750482902,18.4,4,,0
O002131,C0101,2025-12-16 20:24:00,YLON,web ,mocha,2,4.32,HAPPYHOUR,2.4803464795536407,20.8,,"Livraison rapide, produit conforme.",0
O002045,C0021,2025-10-31 17:43:00,Paris,  web  ,ESPRESSO,1,1.44,,2.1728998536777056,18.9,4,Super espresso ! Rapide et délicieux 😍 !!!,0
O001396,C0068,30/11/2025 12:37,Nice,  app  ,TEA,1,2.89€,WELCOME10,1.0187140142338964,21.7,4,"Accueil top, commande nickel.",0
O000280,C0316,2026-01-06 18:32:00,Paris,app,Latte,2,3.75€,,,15.6,5,"Très bon, je recommanderai 👍",0
O001466,C0125,2025-12-05 18:55:00,paris,App,espresso,1,1.92,,0.6995172122328731,22.3,4,"J'adore ce café, merci ! ☕",0
O001504,C0066,05/12/2025 19:05,Paris,web,AMEIRCANO,4,1.89,HAPPYHOUR,2.695160281399898,30.1,3,"Commande incorrecte, vraiment nul.",1
O002283,C0175,2026-01-06 17:18:00, Paris,Web,COOKIE,3,2.26,,,5.8,1,"Trop long, 6 min d'attente, inadmissible.",1
O002839,C0259,04/01/2026 13:11,natnes,web, brownie,2,2.33€,HAPPYHOUR,2.062170198156373,19.1,5,"Parfait,  rien  à  dire.",0
O002724,C0132,16/12/2025 12:14,  Paris  ,store,Amreicano,3,"2,66",STUDENT,,2.1,3,"Accueil top, commande nickel.",0
O000554,C0370,2025-11-26 09:32:00,Marseille ,  app  ,latte,2,3.69,HAPPYHOUR,0.5428582340631571,9.2,4,"Parfait, rien à dire.",0
O000835,C0277,18/11/2025 08:27, Bordeaux,store,  cappuccino  ,1,"3,51",VIP,0.0,9.2,5,"Accueil  top,  commande  nickel.",0
O000963,C0099,16/11/2025 13:25, Toulouse,app,Sandwich,2,5.57,,3.2015103955268756,20.7,3/5,"Livraison rapide, produit conforme.",0
O000597,C0291,2025-10-27 20:14:00, Paris,app ,cappuccino,2,3.54,STUDENT,0.9981216239988173,7.7,5,Super cappuccino ! Rapide et délicieux 😍,0
O002452,C0384,2025-12-10 12:00:00,Paris,app,  americano  ,1,2.24,STUDENT,0.8353009112759425,19.0,4,"Livraison rapide, produit conforme.",0
O000803,C0377,2025-09-04 14:50:00,paris,web, latte,1,4.23,,1.2079895032150236,6.7,5,"Très bon, je recommanderai 👍",0
O002137,C0135,2025-09-14 20:12:00,Lille,  web  ,cappuccino,1,3.53,STUDENT,1.119211686070984,13.7,5,"Livraison rapide, produit conforme.",0
O002986,C0450,2025/11/29, Lyon,APP,cappuccino ,1,3.55,,1.8991268594983595,18.2,1,Déçue… cappuccino froid et pas bon 😡,1
O002720,C0004,2026-01-04 17:37:00,Nice , app, mocha,1,4.14,WELCOME10,,20.1,5,"Accueil top, commande nickel.",0
O000441,C0186,2025-11-01 19:59:00,Toluouse,a pp,  brownie  ,1,2.74€,,1.7471119197798113,26.2,4,"J'adore ce café, merci ! ☕",0
O000509,C0064,2025-11-23 08:58:00,Marseille, web, tea,1,2.1,STUDENT,1.9943365621791287,17.7,5,"Très bon, je recommanderai 👍",0
O000077,C0058,2025-09-30 13:09:00,PARIS,app,MOCHA,1,436,,5.327189012420022,34.5,,"Pas bon, trop sucré / trop amer.",1
O002482,C0142,2025-09-05 18:48:00,  Lyon  ,store,  espresso  ,1,2.05€,VIP,0.0,10.8,4/5,"Livraison  rapide,  produit  conforme.",0
O000650,C0332,2025-09-11 18:57:00,Nantes, app,americano,2,2.33,WELCOME10,3.2611471593013515,21.0,3,"J'adore ce café, merci ! ☕",0
O000523,C0357,2025-12-04 20:03:00,Paris ,app,latte,1,3.53,STUDENT,1.464245951485767,15.2,3/5,"J'adore ce café, merci ! ☕",0
O001488,C0093,2025-12-11 19:55:00,Toulouse,store , cooike,1,1.88€,,0.0,8.6,5,"parfait, rien à dire.",0
O002209,C0229,14/11/2025 19:12,  Paris  ,store, ltate,1,3.93,,0.0,14.0,4/5,"Parfait, rien à dire.",0
O001495,C0361,2025-09-08 19:27:00,Pairs,  store  ,brownie,5,2.21,,0.0,12.9,5,"Très bon, je recommanderai 👍",0
O000655,C0112,07-11-25 19h03,Marseille,web,brownie ,1,2.51,,0.8787043405888474,27.4,4,"Accueil top, commande nickel.",0
O002817,C0042,2025-09-04 12:51:00,Lille,  app  ,mohca ,1,4.49,VIP,0.8847908403348285,21.6,4,"Accueil top, commande nickel.",0
O001539,C0155,19/11/2025 17:21,  Bordeaux  ,store, mcoha,1,4.42,VIP,0.0,3.0,5,Super mocha ! Rapide et délicieux 😍,0
O001424,C0303,2025/09/27,Paris , app,latte ,1,3.46,WELCOME10,6.826682061212106,-21.0,1,Super latte ! Rapide et délicieux 😍,0
O001652,C0078,2025/12/24,Paris,store,latte,1,"3,43",,0.0,11.6,4,,0
O000631,C0244,2025-12-21 17:42:00, Marselile,APP,  cookie  ,1,1.82,WELCOME10,4.791334776847766,-26.0,4/5,"Très bon, je recommanderai 👍",0
O002542,C0016,10/09/2025 18:55,paris,app,latte,1,4.11,,2.0214790862313308,22.1,4,"Parfait, rien à dire.",0
O001508,C0190,2025-11-24 12:54:00,Paris, app,espresso ,2,1.65,WELCOME10,3.389710351945923,20.1,5,"Accueil top, commande nickel.",0
O002942,C0326,27/09/2025 19:10,Paris, app,sandwich,1,551,,2.3971964789581213,17.1,3,"Parfait, rien à dire.",0
O000483,C0310,2026-01-10 17:43:00,Paris,STORE,Tea,1,265,WELCOME10,0.0,8.4,,"Livraison rapide, produit conforme.",0
O001928,C0266,03/12/2025 13:13,APRIS,app, espresso,2,1.84,,1.0883912472981079,21.9,5,Super espresso ! Rapide et délicieux 😍,0
O001114,C0005,2025-12-29 09:04:00,Toulouse ,store,Cappuccino,0,3.22€,,0.0,0.0,5,"Livraison rapide, produit conforme. !!!",0
O002564,C0347,2025-11-24 13:03:00,,app ,CAPPUCCINO,1,4.21,,3.9719905192446205,23.1,4,"Accueil top, commande nickel.",0
O001089,C0075,2025-11-24 14:58:00,Paris ,app,SANDWICH,1,5.72,VIP,0.7475839632155347,8.8,3,"Accueil top, commande nickel.",0
O000439,C0208,2025-12-30 19:16:00, Bordeaux,  app  ,latte,1,"3,64",STUDENT,,13.6,5,,0
O001718,C0291,19/12/2025 20:38,  Paris  , app,MOCHA,1,3.65,VIP,2.5505772843333134,17.1,3,"Accueil top, commande nickel.",0
O002444,C0405,2025-10-06 17:11:00, Paris,app , sandwich,1,5.76€,,0.7561254888181654,11.4,5,"J'adore ce café, merci ! ☕ !!!",0
O000857,C0163,21/09/2025 12:09,lille,app,latte ,1,3.55,,3.0833025908603937,27.3,4,Super latte ! Rapide et délicieux 😍,0
O001984,C0358,2025-09-12 19:55:00,  Lyon  ,app,Tea,2,3.19,,,13.1,1,Déçue… tea froid et pas bon 😡,1
O000167,C0335,2025/10/12,Paris,ewb ,americano,1,"1,95",,4.822480919479815,25.8,2,"Service catastrophique, je ne reviendrai pas.",1
O000060,C0414,2025-10-01 12:09:00,Bordeaux,app, tea,0,2.92,,0.8617930931463865,13.6,4,"Accueil top, commande nickel.",0
O000612,C0428,2025-10-16 19:24:00,  Lyon  ,App,cookie,1,181,,1.6030976605814422,23.9,4/5,"Livraison rapide, produit conforme.",0
O000531,C0327,2025-09-14 17:56:00,Paris,STORE,cappuccino ,1,"3,60",,0.0,6.0,5,Super cappuccino ! Rapide et délicieux 😍,0
O002788,C0194,2025-11-01 17:54:00,  Paris  ,app,Americano,1,2.7,,6.026129449937331,12.8,3,Super americano ! Rapide et délicieux 😍,0
O000050,C0019,2025-12-21 13:30:00,Paris ,  app  ,espresso,2,2.13,,1.0386728395207698,25.1,5,"Accueil top, commande nickel.",0
O001884,C0413,2025/11/25, Marseille,App,tea ,1,2.67,STUDENT,1.4428531382055598,20.3,5,"Parfait, rien à dire.",0
O001012,C0028,2025-11-08 19:42:00,prais,APP,MOCHA,2,3.42,WELCOME10,2.0706773113359738,19.2,5,"Livraison rapide, produit conforme.",0
O000859,C0258,2025-11-21 19:47:00,  Lyon  ,store,  brownie  ,2,20.53,,0.0,19.3,5,"Très bon, je recommanderai 👍",0
O001018,C0387,2026-01-12 12:02:00,  Bordeaux  ,  app  ,  latte  ,1,3.71,,1.6120265807278307,18.1,2,"Horrible expérience, remboursement ?",1
O000049,C0186,2025-10-03 17:34:00,toulouse,app,AMERICANO,1,,HAPPYHOUR,2.543432558953389,14.6,5,"Parfait, rien à dire.",0
O000720,C0118,2026-01-05 17:01:00,Marseille ,app ,cappuccino ,1,3.34,STUDENT,2.9307173251069156,7.8,5,"Très bon, je recommanderai 👍",0
O002391,C0177,12/10/2025 13:39,TOULOUSE,store,  tea  ,1,2.58,,0.0,9.5,2,"Commande incorrecte, vraiment nul.",1
