order_id,order_datetime,store,channel,payment_method,member,product,category,quantity,unit_price,discount_rate,total_amount,customer_rating,barista,promo_code
CS-0098,2026-03-12 12:00:00,Lille Centre,sur place,carte,non,Americano,Boisson chaude,1,2.8,0.0,2.8,4.0,Nora,
CS-0148,2026-03-14 08:15:00,Lille Gare,à emporter,carte,non,Muffin myrtille,Pâtisserie,1,3.2,0.0,3.2,4.0,Léa,
CS-0185,2026-03-14 09:40:00,Lille Centre,sur place,espèces,non,Croissant,Pâtisserie,2,2.1,0.0,4.2,4.0,Inès,
CS-0149,2026-03-14 11:45:00,Lomme,sur place,carte,non,Cold brew,Boisson froide,1,4.5,0.0,4.5,,Marco,
CS-0156,2026-03-14 13:35:00,Lille Centre,sur place,carte,oui,Americano,Boisson chaude,2,2.8,0.15,4.76,,Nora,COOKIELOVE
CS-0324,2026-03-14 14:55:00,Lille Centre,sur place,carte,non,Espresso,Boisson chaude,2,2.2,0.0,4.4,,Léa,
CS-0153,2026-03-14 15:15:00,Lomme,à emporter,carte,oui,Jus orange,Boisson froide,1,3.9,0.0,3.9,4.0,Inès,
CS-0085,2026-03-14 16:50:00,Lille Gare,à emporter,carte,oui,Cookie chocolat,Pâtisserie,1,2.9,0.1,2.61,,Marco,
CS-0260,2026-03-14 18:20:00,Lille Gare,sur place,carte,oui,Iced latte,Boisson froide,1,4.8,0.0,4.8,,Inès,COOKIELOVE
CS-0271,2026-03-15 08:40:00,Lille Gare,à emporter,carte,oui,Muffin myrtille,Pâtisserie,1,3.2,0.0,3.2,,Nora,
CS-0057,2026-03-15 11:40:00,Lille Centre,livraison,carte,oui,Cappuccino,Boisson chaude,2,3.7,0.0,7.4,4.0,Samir,
CS-0200,2026-03-15 13:10:00,Lille Centre,livraison,espèces,non,Americano,Boisson chaude,1,2.8,0.0,2.8,4.0,Nora,
CS-0339,2026-03-15 16:30:00,Lomme,à emporter,carte,oui,Croissant,Pâtisserie,1,2.1,0.0,2.1,,Nora,
CS-0311,2026-03-15 17:15:00,Lille Gare,sur place,app,oui,Americano,Boisson chaude,2,2.8,0.0,5.6,5.0,Samir,
CS-0018,2026-03-16 12:35:00,Lille Gare,sur place,espèces,non,Cappuccino,Boisson chaude,1,3.7,0.0,3.7,5.0,Léa,
CS-0036,2026-03-17 10:00:00,Lille Centre,sur place,carte,non,Latte,Boisson chaude,1,4.1,0.0,4.1,,Nora,
CS-0002,2026-03-17 12:30:00,Lille Centre,sur place,carte,oui,Muffin myrtille,Pâtisserie,2,3.2,0.0,6.4,,Léa,MORNING10
CS-0274,2026-03-18 08:40:00,Lille Centre,sur place,app,oui,Thé vert,Boisson chaude,1,3.2,0.0,3.2,,Samir,
CS-0321,2026-03-18 13:50:00,Lille Gare,à emporter,carte,non,Latte,Boisson chaude,1,4.1,0.0,4.1,5.0,Marco,
CS-0167,2026-03-19 07:05:00,Lomme,à emporter,carte,non,Banana bread,Pâtisserie,3,3.4,0.0,10.2,,Samir,
CS-0240,2026-03-19 10:20:00,Lille Centre,sur place,app,oui,Croissant,Pâtisserie,1,2.1,0.0,2.1,4.0,Nora,
CS-0347,2026-03-19 10:25:00,Lille Centre,sur place,carte,non,Jus orange,Boisson froide,1,3.9,0.0,3.9,5.0,Marco,
CS-0191,2026-03-20 08:55:00,Lille Centre,livraison,espèces,oui,Latte,Boisson chaude,1,4.1,0.15,3.48,5.0,Nora,COOKIELOVE
CS-0251,2026-03-20 09:25:00,Lille Centre,livraison,carte,non,Iced latte,Boisson froide,1,4.8,0.0,4.8,,Nora,
CS-0070,2026-03-20 10:00:00,Lille Centre,à emporter,app,non,Bagel veggie,Sandwich,1,6.9,0.0,6.9,,Nora,COOKIELOVE
CS-0326,2026-03-20 16:55:00,Lomme,sur place,espèces,non,Thé vert,Boisson chaude,1,3.2,0.0,3.2,5.0,Marco,
CS-0146,2026-03-21 12:10:00,Lille Centre,à emporter,carte,oui,Muffin myrtille,Pâtisserie,1,3.2,0.1,2.88,,Marco,
CS-0234,2026-03-22 08:40:00,Lille Centre,sur place,carte,oui,Latte,Boisson chaude,1,4.1,0.0,4.1,5.0,Inès,COOKIELOVE
CS-0044,2026-03-22 09:30:00,Lille Centre,à emporter,carte,non,Espresso,Boisson chaude,1,2.2,0.0,2.2,,Inès,
CS-0316,2026-03-22 11:00:00,Lille Gare,à emporter,app,oui,Bagel veggie,Sandwich,1,6.9,0.0,6.9,4.0,Inès,
CS-0056,2026-03-22 15:30:00,Lille Gare,à emporter,carte,oui,Croissant,Pâtisserie,1,2.1,0.05,1.99,4.0,Marco,
CS-0241,2026-03-23 09:00:00,Lille Centre,sur place,carte,non,Latte,Boisson chaude,1,4.1,0.0,4.1,,Léa,
CS-0025,2026-03-23 09:40:00,Lille Gare,à emporter,carte,oui,Espresso,Boisson chaude,1,2.2,0.0,2.2,,Léa,COOKIELOVE
CS-0043,2026-03-24 10:45:00,Lomme,livraison,carte,non,Espresso,Boisson chaude,1,2.2,0.0,2.2,4.0,Marco,
CS-0279,2026-03-24 11:35:00,Lille Centre,sur place,carte,non,Thé vert,Boisson chaude,1,3.2,0.0,3.2,4.0,Inès,
CS-0309,2026-03-24 11:45:00,Lille Centre,sur place,app,oui,Banana bread,Pâtisserie,2,3.4,0.05,6.46,3.0,Inès,
CS-0250,2026-03-24 14:05:00,Lille Gare,sur place,carte,non,Iced latte,Boisson froide,1,4.8,0.0,4.8,3.0,Inès,
CS-0264,2026-03-25 08:25:00,Lille Centre,sur place,carte,oui,Thé vert,Boisson chaude,1,3.2,0.0,3.2,,Marco,
CS-0211,2026-03-25 11:50:00,Lille Gare,sur place,carte,non,Cookie chocolat,Pâtisserie,3,2.9,0.0,8.7,,Samir,
CS-0157,2026-03-25 12:00:00,Lille Centre,sur place,carte,non,Cappuccino,Boisson chaude,1,3.7,0.0,3.7,5.0,Samir,
CS-0237,2026-03-26 11:20:00,Lille Centre,livraison,carte,non,Latte,Boisson chaude,1,4.1,0.0,4.1,,Inès,
CS-0166,2026-03-26 12:45:00,Lomme,à emporter,app,non,Espresso,Boisson chaude,1,2.2,0.0,2.2,,Samir,
CS-0257,2026-03-26 17:15:00,Lille Centre,sur place,app,oui,Cappuccino,Boisson chaude,1,3.7,0.0,3.7,,Marco,
CS-0079,2026-03-27 14:50:00,Lille Centre,à emporter,espèces,oui,Banana bread,Pâtisserie,1,3.4,0.1,3.06,,Marco,
CS-0003,2026-03-28 08:50:00,Lille Centre,à emporter,carte,oui,Chai latte,Boisson chaude,1,4.3,0.0,4.3,,Léa,
CS-0184,2026-03-28 11:20:00,Lille Gare,à emporter,carte,non,Iced latte,Boisson froide,1,4.8,0.0,4.8,,Léa,
CS-0320,2026-03-29 09:20:00,Lomme,sur place,app,non,Cold brew,Boisson froide,1,4.5,0.0,4.5,,Samir,
CS-0017,2026-03-29 09:55:00,Lomme,sur place,carte,non,Croissant,Pâtisserie,1,2.1,0.0,2.1,,Marco,
CS-0159,2026-03-29 12:05:00,Lille Centre,sur place,carte,oui,Toast avocat,Sandwich,1,7.5,0.1,6.75,,Nora,
CS-0232,2026-03-30 13:40:00,Lille Centre,à emporter,carte,oui,Cookie chocolat,Pâtisserie,2,2.9,0.15,4.93,,Marco,MORNING10
CS-0275,2026-03-31 08:50:00,Lille Gare,à emporter,carte,non,Thé vert,Boisson chaude,1,3.2,0.0,3.2,,Léa,
CS-0180,2026-03-31 09:10:00,Lomme,sur place,app,non,Cappuccino,Boisson chaude,1,3.7,0.0,3.7,,Léa,
CS-0100,2026-03-31 09:25:00,Lille Centre,sur place,app,oui,Iced latte,Boisson froide,1,4.8,0.05,4.56,4.0,Inès,COOKIELOVE
CS-0289,2026-03-31 09:55:00,Lomme,sur place,carte,oui,Thé vert,Boisson chaude,1,3.2,0.05,3.04,4.0,Inès,
CS-0280,2026-03-31 09:55:00,Lomme,livraison,carte,non,Cappuccino,Boisson chaude,1,3.7,0.0,3.7,,Marco,
CS-0346,2026-03-31 13:20:00,Lille Gare,sur place,carte,oui,Latte,Boisson chaude,1,4.1,0.1,3.69,,Samir,
CS-0233,2026-03-31 14:00:00,Lille Gare,sur place,carte,non,Latte,Boisson chaude,2,4.1,0.0,8.2,5.0,Léa,MORNING10
CS-0198,2026-03-31 14:30:00,Lille Gare,sur place,carte,non,Croissant,Pâtisserie,1,2.1,0.0,2.1,,Léa,
CS-0039,2026-03-31 15:00:00,Lomme,livraison,carte,non,Cookie chocolat,Pâtisserie,1,2.9,0.0,2.9,,Inès,COOKIELOVE
CS-0281,2026-04-01 11:05:00,Lomme,sur place,app,non,Muffin myrtille,Pâtisserie,1,3.2,0.0,3.2,,Samir,
CS-0004,2026-04-02 09:35:00,Lomme,à emporter,carte,non,Cold brew,Boisson froide,1,4.5,0.0,4.5,,Nora,
CS-0178,2026-04-03 09:00:00,Lille Centre,à emporter,carte,non,Cold brew,Boisson froide,1,4.5,0.0,4.5,,Léa,
CS-0028,2026-04-03 09:55:00,Lille Centre,sur place,carte,non,Latte,Boisson chaude,1,4.1,0.0,4.1,5.0,Samir,
CS-0199,2026-04-03 12:15:00,Lille Gare,sur place,app,oui,Croissant,Pâtisserie,1,2.1,0.0,2.1,,Samir,
CS-0333,2026-04-03 13:35:00,Lille Centre,à emporter,carte,non,Jus orange,Boisson froide,1,3.9,0.0,3.9,,Samir,MORNING10
CS-0030,2026-04-03 18:35:00,Lille Centre,sur place,carte,oui,Espresso,Boisson chaude,3,2.2,0.0,6.6,4.0,Léa,MORNING10
CS-0023,2026-04-04 10:45:00,Lille Centre,à emporter,carte,non,Croissant,Pâtisserie,1,2.1,0.0,2.1,5.0,Samir,MORNING10
CS-0150,2026-04-04 11:30:00,Lomme,sur place,carte,non,Thé vert,Boisson chaude,1,3.2,0.0,3.2,5.0,Léa,
CS-0314,2026-04-04 13:25:00,Lille Centre,sur place,carte,oui,Latte,Boisson chaude,1,4.1,0.0,4.1,,Léa,
CS-0139,2026-04-04 17:30:00,Lille Centre,à emporter,espèces,oui,Bagel veggie,Sandwich,1,6.9,0.0,6.9,5.0,Samir,
CS-0202,2026-04-05 09:10:00,Lille Centre,à emporter,espèces,oui,Toast avocat,Sandwich,1,7.5,0.05,7.12,,Nora,COOKIELOVE
CS-0204,2026-04-06 12:15:00,Lille Gare,sur place,carte,oui,Bagel veggie,Sandwich,1,6.9,0.05,6.55,,Marco,
CS-0158,2026-04-06 12:50:00,Lille Centre,à emporter,carte,oui,Toast avocat,Sandwich,1,7.5,0.0,7.5,5.0,Léa,
CS-0080,2026-04-06 13:05:00,Lille Centre,sur place,carte,oui,Americano,Boisson chaude,2,2.8,0.0,5.6,,Marco,
CS-0205,2026-04-06 13:40:00,Lille Gare,livraison,carte,non,Espresso,Boisson chaude,1,2.2,0.0,2.2,4.0,Marco,
CS-0046,2026-04-08 08:30:00,Lille Centre,sur place,app,oui,Latte,Boisson chaude,2,4.1,0.0,8.2,,Nora,
CS-0134,2026-04-08 11:30:00,Lille Centre,à emporter,carte,non,Croissant,Pâtisserie,1,2.1,0.0,2.1,,Marco,
CS-0154,2026-04-09 07:10:00,Lille Centre,à emporter,carte,non,Latte,Boisson chaude,1,4.1,0.0,4.1,,Inès,MORNING10
CS-0267,2026-04-10 11:05:00,Lomme,sur place,carte,oui,Chai latte,Boisson chaude,2,4.3,0.05,8.17,3.0,Nora,MORNING10
CS-0142,2026-04-10 11:40:00,Lille Centre,à emporter,carte,oui,Toast avocat,Sandwich,1,7.5,0.0,7.5,,Inès,
CS-0231,2026-04-10 18:50:00,Lille Gare,sur place,carte,non,Muffin myrtille,Pâtisserie,1,3.2,0.0,3.2,,Inès,
CS-0344,2026-04-11 13:50:00,Lille Gare,sur place,carte,oui,Banana bread,Pâtisserie,1,3.4,0.15,2.89,,Léa,COOKIELOVE
CS-0125,2026-04-12 08:30:00,Lille Gare,sur place,app,oui,Banana bread,Pâtisserie,1,3.4,0.0,3.4,5.0,Inès,
CS-0072,2026-04-12 12:50:00,Lille Centre,sur place,carte,non,Toast avocat,Sandwich,1,7.5,0.0,7.5,4.0,Marco,MORNING10
CS-0040,2026-04-13 08:10:00,Lomme,sur place,carte,oui,Cappuccino,Boisson chaude,2,3.7,0.0,7.4,5.0,Nora,
CS-0235,2026-04-13 08:20:00,Lille Gare,sur place,carte,non,Chai latte,Boisson chaude,1,4.3,0.0,4.3,,Samir,
CS-0327,2026-04-13 08:35:00,Lomme,sur place,carte,oui,Bagel veggie,Sandwich,1,6.9,0.0,6.9,,Léa,MORNING10
CS-0082,2026-04-13 09:45:00,Lille Gare,sur place,carte,oui,Croissant,Pâtisserie,2,2.1,0.15,3.57,,Inès,
CS-0151,2026-04-14 08:20:00,Lille Gare,sur place,espèces,oui,Espresso,Boisson chaude,2,2.2,0.0,4.4,,Inès,
CS-0095,2026-04-14 13:00:00,Lille Centre,sur place,carte,oui,Chai latte,Boisson chaude,1,4.3,0.0,4.3,,Marco,
CS-0147,2026-04-15 08:55:00,Lille Gare,à emporter,carte,oui,Muffin myrtille,Pâtisserie,1,3.2,0.05,3.04,,Marco,
CS-0212,2026-04-15 09:10:00,Lomme,livraison,app,non,Cappuccino,Boisson chaude,1,3.7,0.0,3.7,5.0,Inès,
CS-0239,2026-04-15 13:45:00,Lomme,à emporter,carte,oui,Latte,Boisson chaude,1,4.1,0.0,4.1,,Marco,MORNING10
CS-0298,2026-04-15 16:20:00,Lille Gare,sur place,carte,non,Banana bread,Pâtisserie,1,3.4,0.0,3.4,,Marco,
CS-0222,2026-04-15 17:50:00,Lille Centre,sur place,app,oui,Iced latte,Boisson froide,1,4.8,0.0,4.8,,Inès,
CS-0101,2026-04-16 10:25:00,Lille Centre,sur place,carte,non,Cappuccino,Boisson chaude,1,3.7,0.0,3.7,5.0,Inès,
CS-0218,2026-04-16 10:55:00,Lomme,sur place,carte,oui,Cookie chocolat,Pâtisserie,1,2.9,0.0,2.9,4.0,Léa,
CS-0238,2026-04-16 16:30:00,Lille Gare,sur place,carte,oui,Jus orange,Boisson froide,1,3.9,0.0,3.9,,Léa,
CS-0175,2026-04-17 12:30:00,Lomme,sur place,carte,oui,Toast avocat,Sandwich,1,7.5,0.1,6.75,,Samir,
CS-0001,2026-04-17 14:50:00,Lille Gare,livraison,carte,oui,Bagel veggie,Sandwich,1,6.9,0.0,6.9,3.0,Inès,
CS-0338,2026-04-18 12:10:00,Lille Centre,sur place,espèces,non,Latte,Boisson chaude,1,4.1,0.0,4.1,,Samir,
CS-0091,2026-04-18 12:10:00,Lille Centre,sur place,carte,non,Iced latte,Boisson froide,1,4.8,0.0,4.8,5.0,Léa,MORNING10
CS-0118,2026-04-18 13:50:00,Lomme,sur place,carte,oui,Croissant,Pâtisserie,1,2.1,0.0,2.1,4.0,Samir,
CS-0143,2026-04-18 16:00:00,Lomme,sur place,espèces,non,Latte,Boisson chaude,1,4.1,0.0,4.1,5.0,Marco,
CS-0061,2026-04-19 10:00:00,Lille Centre,sur place,espèces,oui,Latte,Boisson chaude,1,4.1,0.0,4.1,,Samir,
CS-0292,2026-04-19 11:15:00,Lille Gare,sur place,carte,oui,Toast avocat,Sandwich,1,7.5,0.1,6.75,5.0,Nora,
CS-0078,2026-04-19 13:30:00,Lomme,sur place,carte,non,Latte,Boisson chaude,1,4.1,0.0,4.1,4.0,Nora,
CS-0136,2026-04-20 09:00:00,Lomme,à emporter,carte,non,Cappuccino,Boisson chaude,2,3.7,0.0,7.4,5.0,Samir,MORNING10
CS-0059,2026-04-20 09:50:00,Lomme,à emporter,espèces,non,Toast avocat,Sandwich,1,7.5,0.0,7.5,,Samir,
CS-0022,2026-04-20 12:05:00,Lomme,à emporter,carte,non,Iced latte,Boisson froide,1,4.8,0.0,4.8,4.0,Nora,
CS-0117,2026-04-20 15:00:00,Lille Gare,sur place,espèces,oui,Latte,Boisson chaude,1,4.1,0.0,4.1,,Samir,COOKIELOVE
CS-0130,2026-04-21 08:00:00,Lomme,sur place,espèces,non,Iced latte,Boisson froide,1,4.8,0.0,4.8,4.0,Inès,
CS-0009,2026-04-22 07:50:00,Lille Centre,à emporter,carte,oui,Chai latte,Boisson chaude,1,4.3,0.05,4.08,4.0,Inès,MORNING10
CS-0052,2026-04-22 09:50:00,Lille Centre,livraison,carte,non,Cold brew,Boisson froide,1,4.5,0.0,4.5,4.0,Samir,
CS-0012,2026-04-22 11:40:00,Lille Centre,à emporter,espèces,oui,Cappuccino,Boisson chaude,1,3.7,0.05,3.52,3.0,Marco,
CS-0132,2026-04-22 12:15:00,Lille Centre,sur place,carte,non,Espresso,Boisson chaude,1,2.2,0.0,2.2,5.0,Inès,
CS-0248,2026-04-22 12:50:00,Lille Gare,sur place,carte,non,Cookie chocolat,Pâtisserie,1,2.9,0.0,2.9,3.0,Nora,
CS-0029,2026-04-23 08:00:00,Lille Gare,sur place,carte,oui,Latte,Boisson chaude,1,4.1,0.0,4.1,4.0,Inès,
CS-0229,2026-04-23 08:35:00,Lille Centre,livraison,app,non,Cappuccino,Boisson chaude,1,3.7,0.0,3.7,4.0,Nora,
CS-0349,2026-04-23 08:35:00,Lille Centre,à emporter,carte,non,Iced latte,Boisson froide,1,4.8,0.0,4.8,,Marco,
CS-0282,2026-04-23 08:50:00,Lille Centre,à emporter,app,oui,Bagel veggie,Sandwich,1,6.9,0.0,6.9,4.0,Marco,
CS-0047,2026-04-23 11:15:00,Lille Gare,à emporter,carte,non,Latte,Boisson chaude,1,4.1,0.0,4.1,4.0,Samir,
CS-0285,2026-04-25 07:05:00,Lille Gare,à emporter,carte,oui,Cookie chocolat,Pâtisserie,1,2.9,0.0,2.9,4.0,Léa,
CS-0263,2026-04-25 08:30:00,Lille Centre,sur place,carte,non,Cappuccino,Boisson chaude,1,3.7,0.0,3.7,,Léa,
CS-0104,2026-04-25 11:20:00,Lille Centre,livraison,carte,non,Banana bread,Pâtisserie,1,3.4,0.0,3.4,5.0,Léa,
CS-0293,2026-04-25 13:35:00,Lomme,livraison,app,oui,Latte,Boisson chaude,1,4.1,0.05,3.89,4.0,Marco,COOKIELOVE
CS-0360,2026-04-25 13:50:00,Lille Centre,à emporter,carte,oui,Banana bread,Pâtisserie,1,3.4,0.0,3.4,5.0,Léa,
CS-0027,2026-04-25 14:45:00,Lille Centre,sur place,app,oui,Thé vert,Boisson chaude,2,3.2,0.05,6.08,5.0,Léa,
CS-0284,2026-04-25 15:50:00,Lomme,sur place,carte,oui,Muffin myrtille,Pâtisserie,2,3.2,0.1,5.76,,Marco,
CS-0174,2026-04-26 08:00:00,Lomme,à emporter,espèces,non,Toast avocat,Sandwich,1,7.5,0.0,7.5,,Marco,
CS-0225,2026-04-26 08:10:00,Lomme,sur place,carte,non,Americano,Boisson chaude,1,2.8,0.0,2.8,,Nora,
CS-0092,2026-04-26 08:10:00,Lille Gare,sur place,carte,non,Jus orange,Boisson froide,1,3.9,0.0,3.9,4.0,Samir,
CS-0236,2026-04-26 08:55:00,Lille Gare,à emporter,carte,non,Chai latte,Boisson chaude,3,4.3,0.0,12.9,4.0,Inès,
CS-0083,2026-04-26 12:55:00,Lille Gare,sur place,carte,oui,Espresso,Boisson chaude,1,2.2,0.0,2.2,,Samir,
CS-0073,2026-04-26 14:40:00,Lille Gare,sur place,espèces,oui,Banana bread,Pâtisserie,1,3.4,0.0,3.4,,Nora,
CS-0208,2026-04-27 08:00:00,Lille Centre,sur place,carte,oui,Bagel veggie,Sandwich,1,6.9,0.0,6.9,,Samir,COOKIELOVE
CS-0090,2026-04-27 08:25:00,Lille Gare,sur place,carte,oui,Muffin myrtille,Pâtisserie,1,3.2,0.05,3.04,,Samir,
CS-0045,2026-04-27 09:15:00,Lille Gare,à emporter,carte,non,Americano,Boisson chaude,2,2.8,0.0,5.6,4.0,Marco,MORNING10
CS-0084,2026-04-27 09:55:00,Lille Centre,sur place,espèces,oui,Jus orange,Boisson froide,1,3.9,0.1,3.51,3.0,Samir,
CS-0313,2026-04-27 11:00:00,Lille Centre,sur place,carte,non,Iced latte,Boisson froide,1,4.8,0.0,4.8,,Nora,
CS-0307,2026-04-27 11:25:00,Lomme,livraison,app,non,Croissant,Pâtisserie,1,2.1,0.0,2.1,,Samir,
CS-0179,2026-04-27 11:40:00,Lomme,sur place,espèces,oui,Cookie chocolat,Pâtisserie,1,2.9,0.0,2.9,,Samir,
CS-0278,2026-04-27 12:15:00,Lille Gare,à emporter,espèces,oui,Cappuccino,Boisson chaude,1,3.7,0.0,3.7,4.0,Léa,
CS-0177,2026-04-27 13:30:00,Lomme,sur place,espèces,non,Toast avocat,Sandwich,1,7.5,0.0,7.5,,Nora,
CS-0065,2026-04-27 17:55:00,Lille Centre,sur place,carte,oui,Toast avocat,Sandwich,1,7.5,0.0,7.5,4.0,Marco,
CS-0064,2026-04-27 18:50:00,Lille Centre,sur place,carte,oui,Cold brew,Boisson froide,1,4.5,0.0,4.5,,Marco,MORNING10
CS-0115,2026-04-28 12:25:00,Lomme,sur place,carte,non,Americano,Boisson chaude,1,2.8,0.0,2.8,5.0,Marco,COOKIELOVE
CS-0303,2026-04-29 07:20:00,Lille Gare,sur place,espèces,oui,Espresso,Boisson chaude,1,2.2,0.05,2.09,,Marco,COOKIELOVE
CS-0049,2026-04-29 08:05:00,Lomme,livraison,carte,non,Banana bread,Pâtisserie,1,3.4,0.0,3.4,,Marco,
CS-0168,2026-04-29 09:15:00,Lille Centre,à emporter,carte,oui,Banana bread,Pâtisserie,1,3.4,0.0,3.4,,Inès,
CS-0124,2026-04-29 09:55:00,Lille Gare,livraison,carte,non,Toast avocat,Sandwich,1,7.5,0.0,7.5,5.0,Léa,
CS-0165,2026-04-29 12:30:00,Lille Centre,à emporter,carte,non,Bagel veggie,Sandwich,1,6.9,0.0,6.9,4.0,Léa,MORNING10
CS-0353,2026-04-29 12:45:00,Lille Centre,sur place,app,oui,Bagel veggie,Sandwich,1,6.9,0.1,6.21,,Inès,
CS-0342,2026-04-30 13:50:00,Lille Gare,à emporter,carte,non,Thé vert,Boisson chaude,1,3.2,0.0,3.2,,Léa,
CS-0219,2026-05-01 09:55:00,Lille Centre,sur place,app,non,Latte,Boisson chaude,2,4.1,0.0,8.2,,Marco,
CS-0215,2026-05-01 13:10:00,Lille Centre,sur place,app,oui,Banana bread,Pâtisserie,1,3.4,0.0,3.4,,Léa,
CS-0051,2026-05-01 15:55:00,Lille Centre,livraison,espèces,non,Cold brew,Boisson froide,1,4.5,0.0,4.5,4.0,Nora,
CS-0223,2026-05-02 07:40:00,Lomme,sur place,carte,oui,Iced latte,Boisson froide,1,4.8,0.05,4.56,4.0,Marco,
CS-0060,2026-05-02 09:35:00,Lille Gare,sur place,app,non,Jus orange,Boisson froide,1,3.9,0.0,3.9,,Samir,
CS-0119,2026-05-02 10:45:00,Lille Centre,à emporter,carte,non,Jus orange,Boisson froide,1,3.9,0.0,3.9,,Nora,
CS-0086,2026-05-03 09:10:00,Lille Gare,à emporter,carte,non,Banana bread,Pâtisserie,1,3.4,0.0,3.4,,Léa,
CS-0120,2026-05-03 10:05:00,Lille Gare,à emporter,carte,oui,Chai latte,Boisson chaude,2,4.3,0.0,8.6,,Samir,MORNING10
CS-0287,2026-05-03 10:45:00,Lille Gare,livraison,espèces,oui,Cookie chocolat,Pâtisserie,1,2.9,0.05,2.75,,Samir,
CS-0300,2026-05-03 11:50:00,Lomme,à emporter,app,non,Cappuccino,Boisson chaude,2,3.7,0.0,7.4,3.0,Inès,
CS-0053,2026-05-03 15:30:00,Lille Gare,à emporter,carte,non,Bagel veggie,Sandwich,1,6.9,0.0,6.9,,Samir,
CS-0137,2026-05-04 09:55:00,Lille Centre,sur place,carte,non,Iced latte,Boisson froide,1,4.8,0.0,4.8,,Nora,
CS-0097,2026-05-04 12:30:00,Lille Centre,sur place,espèces,non,Jus orange,Boisson froide,1,3.9,0.0,3.9,,Léa,
